Rank,Word,CEFR,PartOfSpeech,IPA_UK,Chinese,Collocation,Example_EN,Example_CN,Synonym,Antonym,MemoryTip
2701,previously,B2,adv.,/ˈpriːviəsli/,以前,previously mentioned;previously worked;as previously,She had previously worked as a hotel receptionist.,她以前做过酒店前台。,earlier;before,later,previous + ly：先前。
2702,pride,B2,noun,/praɪd/,自豪,take pride;sense of pride;pride in,Teachers take pride in their students' progress.,老师为学生学习进步感到自豪。,dignity;satisfaction,shame,pride：自豪。
2703,priest,B2,noun,/priːst/,牧师；神父,Catholic priest;village priest;ordained priest,The village priest helped organise the food bank.,乡村神父帮助组织食物银行。,clergyman;minister,,priest：神父或祭司。
2704,prime,B2,adj.,/praɪm/,主要的；最好的,prime minister;prime time;prime example,This painting is a prime example of her early work.,这幅画是她早期作品的典型例子。,main;best,secondary,prime：首要的。
2705,prince,B2,noun,/prɪns/,王子,young prince;prince of;crown prince,The story tells of a young prince and a dragon.,故事讲述一位年轻王子与龙。,royal son,princess,prince：王子。
2706,princess,B2,noun,/ˌprɪnˈses/,公主,little princess;fairy princess;princess of,Children dressed as a fairy princess for the play.,孩子们打扮成童话公主演话剧。,royal daughter,prince,prince → princess：公主。
2707,principal,B2,adj.;noun,/ˈprɪnsəpl/,主要的；校长,school principal;principal reason;principal of,The school principal spoke at the morning assembly.,校长在早会上发言。,main;headteacher,minor,principal：主要的，或校长；勿与 principle 混淆。
2708,principle,B2,noun,/ˈprɪnsəpl/,原则,basic principle;on principle;guiding principle,Honesty is a basic principle in scientific research.,诚实是科学研究的基本原则。,rule;belief,,principle：原则；勿与 principal 混淆。
2709,print,B2,verb;noun,/prɪnt/,打印；印刷品,print a document;in print;print out,Please print three copies of the meeting agenda.,请打印三份会议议程。,publish;impress,,print：印刷。
2710,printer,B2,noun,/ˈprɪntə(r)/,打印机,laser printer;office printer;printer paper,The office printer has run out of paper again.,办公室打印机又没纸了。,printing machine,,print → printer：打印机。
2711,prior,B2,adj.,/ˈpraɪə(r)/,先前的,prior to;prior experience;prior arrangement,Please arrive ten minutes prior to the interview.,请在面试前十分钟到达。,earlier;previous,subsequent,prior：先前的。
2712,priority,B2,noun,/praɪˈɒrəti/,优先事项,top priority;give priority;high priority,Public safety is the council's top priority.,公共安全是市政会的头等大事。,preference;urgency,,prior → priority：优先事项。
