Rank,Word,CEFR,PartOfSpeech,IPA_UK,Chinese,Collocation,Example_EN,Example_CN,Synonym,Antonym,MemoryTip
1001,shoot,A2,verb; noun,/ʃuːt/,射击；拍摄,shoot a film;shoot at;photo shoot,They will shoot the final scene of the film tomorrow.,他们明天将拍摄这部电影的最后一场戏。,fire;film,,shoot：开枪射击，也常指拍摄镜头。
1002,announce,A2,verb,/əˈnaʊns/,宣布；公布,announce a plan;announce the winner;officially announce,The school will announce the exam results on Friday.,学校将于周五公布考试成绩。,declare;proclaim,conceal,announce：向大家公开说出消息。
1003,unless,A2,conj.,/ənˈles/,除非；如果不,unless you;not unless;unless otherwise,I will stay at home unless the rain stops soon.,除非雨很快停，否则我就待在家里。,except if,if,unless = if not：不……就不……。
1004,independent,A2,adj.,/ˌɪndɪˈpendənt/,独立的；自主的,independent thinker;financially independent;independent study,She wants to live an independent life after university.,大学毕业后她想过独立的生活。,self-reliant;autonomous,dependent,in + dependent：不再依赖他人。
1005,recommend,A2,verb,/ˌrekəˈmend/,推荐；建议,recommend a book;highly recommend;recommend that,Can you recommend a quiet café near the station?,你能推荐车站附近一家安静的咖啡馆吗？,suggest;advise,discourage,re + commend：再次把好东西推荐给你。
1006,survey,A2,noun; verb,/ˈsɜːveɪ/,调查；问卷,carry out a survey;online survey;survey shows,The survey shows that most students prefer morning classes.,调查显示大多数学生更喜欢上午的课。,poll;questionnaire,,survey：全面地“看一看”并收集意见。
1007,majority,A2,noun,/məˈdʒɒrəti/,大多数；多数,the majority of;in the majority;vast majority,The majority of voters supported the new plan.,大多数选民支持这项新计划。,most;bulk,minority,major（主要的）→ majority（大多数）。
1008,stick,A2,verb; noun,/stɪk/,粘贴；坚持；棍子,stick to;stick with;walking stick,Please stick to the plan we agreed on last week.,请坚持我们上周商定的计划。,attach;adhere,detach,stick to：像贴纸一样牢牢粘住某个决定。
1009,request,A2,noun; verb,/rɪˈkwest/,请求；要求,make a request;at your request;request help,She made a polite request for extra time on the test.,她礼貌地请求考试再多给一点时间。,ask;appeal,refuse,re + quest：再次提出请求。
1010,rich,A2,adj.,/rɪtʃ/,富有的；丰富的,rich in;get rich;rich history,This soup is rich in vitamins and protein.,这道汤富含维生素和蛋白质。,wealthy;abundant,poor,rich：钱多，也可指内容“很丰厚”。
