Rank,Word,CEFR,PartOfSpeech,IPA_UK,Chinese,Collocation,Example_EN,Example_CN,Synonym,Antonym,MemoryTip
2601,pattern,B2,noun,/ˈpætn/,模式；图案,pattern of;follow a pattern;beautiful pattern,There is a clear pattern in her weekly study plan.,她每周学习计划有清晰规律。,design;model,,pattern：模式或图案。
2602,pause,B2,verb;noun,/pɔːz/,暂停,pause for;pause the video;short pause,Please pause the video while I take notes.,我记笔记时请暂停视频。,break;stop,continue,pause：暂停。
2603,payment,B2,noun,/ˈpeɪmənt/,付款,make a payment;monthly payment;payment of,Online payment is safer than sending cash.,在线支付比寄现金更安全。,fee;settlement,,pay → payment：付款。
2604,peace,B2,noun,/piːs/,和平,world peace;at peace;peace and quiet,She needs peace and quiet to finish the essay.,她需要安静来完成作文。,calm;harmony,war;noise,peace：和平或宁静。
2605,peaceful,B2,adj.,/ˈpiːsfl/,和平的,peaceful place;peaceful night;peaceful solution,They found a peaceful place beside the lake.,他们在湖边找到安静之处。,calm;quiet,violent;noisy,peace → peaceful：和平安静的。
2606,peak,B2,noun,/piːk/,顶峰,reach a peak;peak hours;mountain peak,Traffic is worst during peak hours in the morning.,早高峰时段交通最糟糕。,top;summit,bottom;trough,peak：顶峰。
2607,peanut,B2,noun,/ˈpiːnʌt/,花生,peanut butter;bag of peanuts;peanut allergy,Would you like peanut butter on your toast?,吐司上要不要花生酱？,groundnut,,pea + nut：花生。
2608,peasant,B2,noun,/ˈpeznt/,农民,poor peasant;peasant farmer;peasant life,The novel describes peasant life in the nineteenth century.,小说描写十九世纪农民生活。,farmer;countryman,,peasant：农民（历史或文学语境常见）。
2609,penalty,B2,noun,/ˈpenəlti/,处罚；点球,penalty kick;death penalty;pay a penalty,He scored from a penalty kick in the final minute.,他最后一分钟点球得分。,punishment;fine,reward,penal → penalty：处罚。
2610,penny,B2,noun,/ˈpeni/,便士,cost a penny;spend a penny;every penny,This stamp did not cost a penny more than five.,这枚邮票只需五便士。,cent;coin,,penny：便士；复数 pennies/pence。
2611,pension,B2,noun,/ˈpenʃn/,养老金,state pension;pension plan;live on a pension,Her grandparents live on a modest state pension.,她祖父母靠不多的国家养老金生活。,retirement pay,,pension：养老金。
2612,perceive,B2,verb,/pəˈsiːv/,察觉；理解,perceive as;perceive a change;hard to perceive,Children often perceive rules as unfair at first.,孩子们起初常觉得规则不公平。,see;notice,,perceive：感知觉察。
2613,percent,B2,noun,/pəˈsent/,百分之……,ten percent;percent of;increase by percent,Only ten percent of students arrived late today.,今天只有百分之十的学生迟到。,%;proportion,,per + cent：百分之。
2614,percentage,B2,noun,/pəˈsentɪdʒ/,百分比,high percentage;percentage of;calculate the percentage,A high percentage of voters supported the plan.,很高比例的选民支持该计划。,proportion;rate,,percent → percentage：百分比。
2615,perception,B2,noun,/pəˈsepʃn/,看法；感知,public perception;perception of;change perception,The advert changed public perception of the brand.,广告改变了公众对该品牌的看法。,view;awareness,,perceive → perception：认知看法。
2616,perfectly,B2,adv.,/ˈpɜːfɪktli/,完美地,perfectly clear;work perfectly;perfectly fine,The instructions were perfectly clear this time.,这次说明非常清楚。,completely;ideally,imperfectly,perfect + ly：完美地。
2617,perform,B2,verb,/pəˈfɔːm/,表演；执行,perform well;perform a play;perform surgery,The team will perform a short play for parents.,剧组将为家长表演短剧。,do;act,,perform：表演或执行。
2618,performance,B2,noun,/pəˈfɔːməns/,表演；表现,live performance;school performance;job performance,Tickets for the live performance sold out quickly.,现场演出的票很快售罄。,show;achievement,,perform → performance：表演或表现。
2619,performer,B2,noun,/pəˈfɔːmə(r)/,表演者,street performer;skilled performer;performer of,A street performer drew a large crowd in the square.,街头艺人在广场吸引了大量人群。,artist;entertainer,,perform → performer：表演者。
2620,permanent,B2,adj.,/ˈpɜːmənənt/,永久的,permanent job;permanent damage;permanent home,She finally found a permanent job in Leeds.,她终于在利兹找到一份稳定工作。,lasting;fixed,temporary,permanent：永久的。
2621,permission,B2,noun,/pəˈmɪʃn/,许可,ask permission;get permission;without permission,You need permission before you take photos here.,在这里拍照前需要许可。,consent;approval,prohibition,permit → permission：许可。
2622,permit,B2,verb;noun,/pəˈmɪt/,允许；许可证,permit someone;work permit;parking permit,Does this ticket permit you to enter the museum?,这张票允许你进入博物馆吗？,allow;licence,forbid,permit：允许，或许可证。
2623,personality,B2,noun,/ˌpɜːsəˈnæləti/,个性,strong personality;personality test;type of personality,Her strong personality helps her lead the team.,她强势的个性帮助她领导团队。,character;nature,,personal → personality：个性。
2624,personally,B2,adv.,/ˈpɜːsənəli/,亲自；就个人而言,personally speak;personally I;take personally,"Personally, I prefer trains to long bus rides.",就我个人而言，我更喜欢火车而非长途大巴。,in my view;individually,,personal + ly： personally。
