Rank,Word,CEFR,PartOfSpeech,IPA_UK,Chinese,Collocation,Example_EN,Example_CN,Synonym,Antonym,MemoryTip
1201,arrangement,A2,noun,/əˈreɪndʒmənt/,安排,make an arrangement;travel arrangement;arrangement for,We made an arrangement to meet at noon.,我们约好中午见面。,plan;agreement,,arrange → arrangement：安排好的结果。
1202,arrest,A2,verb; noun,/əˈrest/,逮捕,under arrest;arrest someone;arrest for,The police arrested the thief near the station.,警方在车站附近逮捕了小偷。,detain;seize,release,arrest：依法捉住某人。
1203,arrival,A2,noun,/əˈraɪvl/,到达,on arrival;arrival at;late arrival,His late arrival delayed the whole meeting.,他迟到延误了整场会议。,coming,departure,arrive → arrival：到达这件事。
1204,article,A2,noun,/ˈɑːtɪkl/,文章；物品；冠词,newspaper article;article of;write an article,She wrote an article about local food culture.,她写了一篇关于当地饮食文化的文章。,piece;item,,article：文章，也可指冠词 a/an/the。
1205,artificial,A2,adj.,/ˌɑːtɪˈfɪʃl/,人造的,artificial light;artificial intelligence;artificial flowers,The room uses artificial light during the day.,这间房白天也用人工照明。,man-made;fake,natural;real,artificial：非自然做成的。
1206,artist,A2,noun,/ˈɑːtɪst/,艺术家,famous artist;artist of;street artist,The artist painted a picture of the old bridge.,那位艺术家画了那座古桥。,painter;performer,,art + ist：从事艺术的人。
1207,ashamed,A2,adj.,/əˈʃeɪmd/,羞愧的,ashamed of;feel ashamed;ashamed to,She felt ashamed of her rude behaviour.,她为自己失礼的行为感到羞愧。,embarrassed,proud,a + shamed：因羞而脸热。
1208,aspect,A2,noun,/ˈæspekt/,方面,every aspect;aspect of;important aspect,We must consider every aspect of the problem.,我们必须考虑问题的每个方面。,side;feature,,aspect：事物的一个侧面。
1209,assess,A2,verb,/əˈses/,评估,assess students;assess the risk;assess progress,Teachers assess students after every major test.,老师在每次大考后评估学生。,evaluate;judge,,assess：判断价值或水平。
1210,assessment,A2,noun,/əˈsesmənt/,评估,final assessment;risk assessment;assessment of,The final assessment will take place in June.,期末评估将在六月进行。,evaluation,,assess → assessment：评估活动。
1211,assignment,A2,noun,/əˈsaɪnmənt/,作业；任务,homework assignment;assignment of;finish an assignment,Please finish the assignment before Thursday.,请在周四前完成作业。,task;homework,,assign → assignment：布置下来的任务。
1212,assist,A2,verb,/əˈsɪst/,协助,assist with;assist someone;assist in,Volunteers assist visitors at the museum entrance.,志愿者在博物馆入口协助访客。,help;aid,hinder,assist：从旁帮忙。
1213,assistance,A2,noun,/əˈsɪstəns/,帮助,need assistance;medical assistance;with the assistance of,Thank you for your assistance with my bags.,谢谢你帮我拿行李。,help;support,,assist → assistance：提供的帮助。
1214,assistant,A2,noun,/əˈsɪstənt/,助手,teaching assistant;shop assistant;assistant to,She works as a shop assistant at weekends.,她周末当商店店员。,helper;aide,,assist + ant：协助的人。
1215,associate,A2,verb; noun,/əˈsəʊsieɪt/,联想；同事,associate money;associate time;associate home,We need to associate this carefully before Friday.,我们需要在周五前仔细地联想这件事。,connect;colleague,,associate ≈「联想」；结合例句里的用法记。
1216,association,A2,noun,/əˌsəʊsiˈeɪʃn/,协会；关联,the association;a new association;association of,He joined a local association for young writers.,他加入了当地青年作者协会。,society;link,,association ≈「协会」；注意它在句中的位置。
1217,assume,A2,verb,/əˈsjuːm/,假定,assume money;assume time;assume home,Do not assume he knows the answer already.,不要假定他已经知道答案。,suppose;presume,,assume 与近义词对比，突出「假定」这一义。
1218,assumption,A2,noun,/əˈsʌmpʃn/,假定,the assumption;a new assumption;assumption of,A clear assumption can help students learn faster.,清晰的假定能帮助学生学得更快。,,,把 assumption（假定）放进自己的一句英语里。
1219,assure,A2,verb,/əˈʃʊə(r)/,使确信,assure carefully;assure to;try to assure,They decided to assure after a short team discussion.,简短的小组讨论后，他们决定使确信。,,,拼写盯住 assure，词义先记「使确信」。
1220,atmosphere,A2,noun,/ˈætməsfɪə(r)/,大气；氛围,my atmosphere;this atmosphere;atmosphere and,She put the atmosphere back on the shelf carefully.,她小心地把大气放回了架子上。,air;mood,,atmosphere 与近义词对比，突出「大气」这一义。
1221,attach,A2,verb,/əˈtætʃ/,附上；连接,attach carefully;attach to;try to attach,Please attach the photo to your email message.,请把照片附在邮件里。,join;fasten,detach,attach ≈「附上」；结合例句里的用法记。
1222,attack,A2,verb; noun,/əˈtæk/,攻击,attack carefully;attack to;try to attack,The article attacks the plan in strong language.,这篇文章措辞激烈地抨击了该计划。,assault;raid,defend,看见 attack 先想画面，再对应「攻击」。
1223,attempt,A2,verb; noun,/əˈtempt/,尝试,attempt carefully;attempt to;try to attempt,They will attempt the difficult climb at sunrise.,他们将在日出时尝试这次艰难攀登。,try;effort,,attempt 与近义词对比，突出「尝试」这一义。
1224,attend,A2,verb,/əˈtend/,参加；出席,try to attend;attend at once;attend later,All students must attend the meeting tomorrow.,所有学生必须出席明天的会议。,go to;be present at,miss,attend ≈「参加」；注意它在句中的位置。
1225,attention,A2,noun,/əˈtenʃn/,注意,my attention;this attention;attention and,Pay attention to the attention before you continue.,继续之前请先注意这个注意。,notice;focus,neglect,把 attention（注意）放进自己的一句英语里。
1226,attitude,A2,noun,/ˈætɪtjuːd/,态度,new attitude;attitude for;on the attitude,Pay attention to the attitude before you continue.,继续之前请先注意这个态度。,outlook;stance,,把 attitude（态度）放进自己的一句英语里。
1227,attract,A2,verb,/əˈtrækt/,吸引,attract carefully;attract to;try to attract,Bright colours attract children in the toy shop.,鲜艳颜色吸引玩具店里的孩子。,draw;appeal to,repel,看见 attract 先想画面，再对应「吸引」。
1228,attraction,A2,noun,/əˈtrækʃn/,吸引力；景点,the attraction;a new attraction;attraction of,Pay attention to the attraction before you continue.,继续之前请先注意这个吸引力。,appeal;sight,,拼写盯住 attraction，词义先记「吸引力」。
1229,attractive,A2,adj.,/əˈtræktɪv/,有吸引力的,very attractive;attractive enough;look attractive,She felt attractive after hearing the unexpected news.,听到意外消息后她感到有吸引力的。,good-looking;appealing,unattractive,attractive ≈「有吸引力的」；结合例句里的用法记。
1230,audience,A2,noun,/ˈɔːdiəns/,观众；听众,new audience;audience for;on the audience,We discussed the audience in class this morning.,我们今早在课上讨论了这个观众。,viewers;listeners,,拼写盯住 audience，词义先记「观众」。
1231,author,A2,noun,/ˈɔːθə(r)/,作者,the author;a new author;author of,We talked about the author in class this morning.,我们今早在课上讨论了这个作者。,writer,,author ≈「作者」；注意它在句中的位置。
1232,authority,A2,noun,/ɔːˈθɒrəti/,权威；当局,my authority;this authority;authority and,This authority is important for our next step.,这个权威对我们的下一步很重要。,power;officials,,看见 authority 先想画面，再对应「权威」。
1233,available,A2,adj.,/əˈveɪləbl/,可获得的,very available;available enough;look available,He gave a available answer during the short test.,小测验时他给出了可获得的的回答。,free;obtainable,unavailable,把 available（可获得的）放进自己的一句英语里。
