Rank,Word,CEFR,PartOfSpeech,IPA_UK,Chinese,Collocation,Example_EN,Example_CN,Synonym,Antonym,MemoryTip
2501,disagree,B2,verb,/ˌdɪsəˈɡriː/,不同意,disagree with;disagree about;strongly disagree,I disagree with his plan for the new timetable.,我不同意他关于新时间表的计划。,differ;oppose,agree,dis + agree：不同意。
2502,throat,B2,noun,/θrəʊt/,喉咙,sore throat;clear your throat;at the throat,She has a sore throat and will stay at home today.,她喉咙痛，今天会待在家里。,neck;gullet,,throat：喉咙。
2503,insight,B2,noun,/ˈɪnsaɪt/,洞察力；深刻理解,deep insight;insight into;gain insight,The book offers fresh insight into city life.,这本书对城市生活提供了新的洞察。,understanding;perception,,in + sight：看穿本质。
2504,tackle,B2,verb;noun,/ˈtækl/,处理；阻截,tackle a problem;tackle the issue;make a tackle,We need to tackle this problem before it grows.,我们要在问题扩大前着手解决。,deal with;address,avoid,tackle：抓住并处理。
2505,forever,B2,adv.,/fərˈevə(r)/,永远,last forever;forever young;gone forever,"Nothing lasts forever, so enjoy each day.",没有什么能永恒，所以珍惜每一天。,always;eternally,temporarily,for + ever：永远。
2506,exceed,B2,verb,/ɪkˈsiːd/,超过,exceed the limit;exceed expectations;not exceed,Do not exceed the speed limit near the school.,在学校附近不要超速。,surpass;go beyond,fall short,ex + ceed：越出界限。
2507,expenditure,B2,noun,/ɪkˈspendɪtʃə(r)/,支出；花费,public expenditure;cut expenditure;expenditure on,The government cut expenditure on road repairs.,政府削减了道路维修支出。,spending;outlay,income,expend → expenditure：开支。
2508,joy,B2,noun,/dʒɔɪ/,快乐；喜悦,great joy;joy of;jump for joy,The children's faces lit up with joy.,孩子们脸上洋溢着喜悦。,delight;happiness,sorrow,joy：喜悦。
2509,pregnant,B2,adj.,/ˈpreɡnənt/,怀孕的,pregnant woman;become pregnant;six months pregnant,She is six months pregnant and feels tired.,她怀孕六个月了，感到很累。,expecting,,pregnant：怀孕的。
2510,reliable,B2,adj.,/rɪˈlaɪəbl/,可靠的,reliable source;reliable friend;highly reliable,He is a reliable friend when trouble comes.,有麻烦时他是可靠的朋友。,dependable;trustworthy,unreliable,rely → reliable：可依靠的。
