Rank,Word,CEFR,PartOfSpeech,IPA_UK,Chinese,Collocation,Example_EN,Example_CN,Synonym,Antonym,MemoryTip
301,control,A1,noun; verb,/kənˈtrəʊl/,控制；管理；抑制,under control;control of;lose control,Please keep the fire under control.,请把火势控制住。,manage;command;regulate,release;chaos,out of control = 失控。
302,already,A1,adv.,/ɔːlˈredi/,已经,already done;not already;by already,I have already finished my homework.,我已经做完作业了。,by now;previously,not yet,完成时中 already 表“已经”。
303,concern,A1,noun; verb,/kənˈsɜːn/,关心；担忧；涉及,concern about;of concern;concern with,Safety is a major concern for parents.,安全是家长们主要关心的问题。,worry;care;involve,indifference,be concerned about = 担心。
304,product,A1,noun,/ˈprɒdʌkt/,产品；产物；结果,product of;new product;product line,This shop sells local food products.,这家店出售本地食品。,goods;item;output,,by-product = 副产品。
305,lose,A1,verb,/luːz/,失去；输掉；迷失,lose weight;lose control;lose to,Do not lose your ticket before the trip.,旅行前别把票弄丢了。,misplace;fail;miss,find;win;gain,lose / loss / lost：动词、名词、过去式。
306,story,A1,noun,/ˈstɔːri/,故事；经历；楼层（美）,tell a story;true story;short story,Grandma told us a funny story after dinner.,奶奶晚饭后给我们讲了个有趣的故事。,tale;account;narrative,,英式楼层用 storey；lemma story 保留。
307,almost,A1,adv.,/ˈɔːlməʊst/,几乎；差不多,almost all;almost never;almost as,I almost missed the last train.,我差点错过末班火车。,nearly;practically;virtually,completely,almost + 否定词：almost never。
308,continue,A1,verb,/kənˈtɪnjuː/,继续；持续,continue to;continue with;to be continued,Please continue with the next exercise.,请继续做下一道练习。,carry on;keep on;proceed,stop;pause,continue doing / continue to do。
309,stand,A1,verb; noun,/stænd/,站立；忍受；立场；摊位,stand up;stand for;can't stand,Please stand in a queue behind the line.,请在线后排队站好。,rise;tolerate;position,sit;lie,can't stand = 无法忍受。
310,whole,A1,adj.; noun,/həʊl/,整个的；全部,as a whole;the whole;on the whole,We spent the whole day at the beach.,我们在海滩度过了整整一天。,entire;complete;total,part;partial,on the whole = 总的来说。
311,yet,A1,adv.; conj.,/jet/,还；尚；然而,not yet;as yet;and yet,Have you finished your report yet?,你报告写完了吗？,still;however;so far,already,疑问/否定完成时常用 yet。
312,rate,A1,noun; verb,/reɪt/,比率；速度；评价,at a rate;interest rate;rate of,The unemployment rate fell last month.,上个月失业率下降了。,speed;ratio;assess,,at any rate = 无论如何。
313,care,A1,noun; verb,/keə(r)/,关心；照顾；在意,take care;care about;health care,Please take care of your younger brother.,请照顾好你弟弟。,concern;look after;worry,neglect,take care = 保重；care for=照料。
314,expect,A1,verb,/ɪkˈspekt/,期待；预计；指望,expect to;expect that;as expected,We expect the results next Friday.,我们预计下周五出结果。,anticipate;await;suppose,doubt,expectation 是名词。
315,effect,A1,noun; verb,/ɪˈfekt/,影响；效果；实现,in effect;effect on;cause and effect,Exercise has a positive effect on health.,运动对健康有积极影响。,result;impact;influence,cause,区别 affect（动词）与 effect（名词常）。
316,sort,A1,noun; verb,/sɔːt/,种类；分类；整理,sort of;sort out;of this sort,What sort of films do you enjoy?,你喜欢哪一类电影？,type;kind;classify,,sort out = 整理/解决。
317,ever,A1,adv.,/ˈevə(r)/,曾经；在任何时候,for ever;ever since;hardly ever,Have you ever been to Scotland?,你去过苏格兰吗？,at any time;always,never,完成时疑问句常用 ever。
318,anything,A1,pron.,/ˈeniθɪŋ/,任何事物；什么东西,anything else;if anything;anything but,Is there anything I can do to help?,有什么我可以帮忙的吗？,something;everything,nothing,否定/疑问多用 anything。
319,cause,A1,noun; verb,/kɔːz/,原因；事业；引起,cause of;cause for;cause and effect,What caused the delay this morning?,今天早上延误的原因是什么？,reason;lead to;trigger,effect;result,cause sb to do = 导致某人做。
320,fall,A1,verb; noun,/fɔːl/,落下；跌倒；秋天（美）,fall down;fall asleep;in the fall,Leaves fall from the trees in autumn.,秋天树叶从树上落下。,drop;decrease;autumn,rise;climb,英式秋天用 autumn；lemma fall 保留。
