Rank,Word,CEFR,PartOfSpeech,IPA_UK,Chinese,Collocation,Example_EN,Example_CN,Synonym,Antonym,MemoryTip
2401,medium,B2,adj.;noun,/ˈmiːdiəm/,中等的；媒介,medium size;social medium;happy medium,I ordered a medium coffee and a sandwich.,我点了一杯中杯咖啡和一个三明治。,middle;average,extreme,medium：中等，或媒介。
2402,melt,B2,verb,/melt/,融化,melt in heat;melt into;begin to melt,The ice cream began to melt in the hot sun.,冰淇淋在烈日下开始融化。,thaw;dissolve,freeze,melt：融化。
2403,membership,B2,noun,/ˈmembəʃɪp/,会员资格,gym membership;membership fee;apply for membership,A gym membership costs forty pounds a month.,健身会员费每月四十英镑。,belonging;enrolment,,member → membership：会员身份。
2404,mental,B2,adj.,/ˈmentl/,精神的；脑力的,mental health;mental picture;mental arithmetic,Schools now talk more openly about mental health.,学校现在更公开谈论心理健康。,psychological;mind,physical,mental：精神心理的。
2405,mention,B2,verb;noun,/ˈmenʃn/,提及,mention something;not to mention;brief mention,Did she mention the meeting time in her email?,她邮件里提到开会时间了吗？,refer to;note,,mention：提及。
2406,merchant,B2,noun,/ˈmɜːtʃənt/,商人,local merchant;merchant ship;merchant of,Local merchants closed early for the festival.,本地商人节日提前打烊。,trader;seller,,merchant：商人。
2407,mercy,B2,noun,/ˈmɜːsi/,仁慈,show mercy;at the mercy of;mercy on,The judge showed mercy because of his age.,法官因他年幼而表示宽大。,compassion;pity,cruelty,mercy：怜悯。
2408,mere,B2,adj.,/mɪə(r)/,仅仅的,a mere child;mere fact;mere chance,It was a mere chance that we met again.,我们再次相遇纯属偶然。,only;simple,,mere：仅仅、只不过。
2409,merely,B2,adv.,/ˈmɪəli/,仅仅,merely a;merely because;not merely,"This is merely a draft, not the final plan.",这只是草稿，不是最终计划。,only;simply,,mere + ly：仅仅。
2410,mess,B2,noun,/mes/,混乱,make a mess;in a mess;mess up,Please do not make a mess in the kitchen.,请不要把厨房弄得一团糟。,disorder;chaos,order,mess：混乱脏乱。
2411,metal,B2,noun,/ˈmetl/,金属,metal gate;made of metal;precious metal,The garden gate is made of strong metal.,花园大门由坚固金属制成。,alloy;iron,,metal：金属。
2412,method,B2,noun,/ˈmeθəd/,方法,teaching method;method of;scientific method,Her teaching method keeps every student involved.,她的教学方法让每个学生都参与。,way;approach,,method：方法。
2413,mild,B2,adj.,/maɪld/,温和的,mild winter;mild cheese;mild symptoms,We had a mild winter with little snow.,我们这年冬天温和，几乎没雪。,gentle;slight,severe;harsh,mild：温和轻微。
2414,mile,B2,noun,/maɪl/,英里,a mile away;miles per hour;walk a mile,The station is about a mile from our hotel.,车站离我们酒店大约一英里。,distance unit,,mile：英里。
2415,military,B2,adj.;noun,/ˈmɪlətri/,军事的；军队,military service;military base;military power,He left military service after five years.,他服役五年后离开军队。,armed;army,civilian,military：军事的。
2416,mill,B2,noun,/mɪl/,磨坊；工厂,flour mill;textile mill;old mill,The old flour mill is now a museum.,这座旧面粉厂现在是博物馆。,factory;plant,,mill：磨坊或工厂。
2417,mineral,B2,noun,/ˈmɪnərəl/,矿物,mineral water;rich in minerals;mineral deposit,Would you like still or sparkling mineral water?,你想要无汽还是有汽矿泉水？,ore;nutrient,,mineral：矿物。
2418,minimum,B2,noun;adj.,/ˈmɪnɪməm/,最小,minimum wage;minimum of;at a minimum,The law sets a minimum wage for all workers.,法律规定了所有工人的最低工资。,least;lowest,maximum,minimum：最小值。
2419,minister,B2,noun,/ˈmɪnɪstə(r)/,部长；牧师,prime minister;health minister;minister of,The health minister visited the new hospital today.,卫生部长今天视察了新医院。,official;cleric,,minister：部长或牧师。
2420,ministry,B2,noun,/ˈmɪnɪstri/,部；牧师职务,Ministry of Education;government ministry;ministry official,The Ministry of Education published new guidelines.,教育部发布了新指南。,department;cabinet office,,minister → ministry：部委。
2421,minor,B2,adj.,/ˈmaɪnə(r)/,较小的；次要的,minor problem;minor role;minor injury,There was only a minor delay on the morning train.,早班火车只有轻微延误。,small;lesser,major,minor：次要的。
2422,minority,B2,noun,/maɪˈnɒrəti/,少数,ethnic minority;minority group;in the minority,Ethnic minority students receive extra language support.,少数族裔学生获得额外语言支持。,smaller group,majority,minor → minority：少数。
2423,miracle,B2,noun,/ˈmɪrəkl/,奇迹,work a miracle;economic miracle;miracle of,Doctors called her recovery a medical miracle.,医生称她的康复为医学奇迹。,wonder;marvel,,miracle：奇迹。
2424,missile,B2,noun,/ˈmɪsaɪl/,导弹,guided missile;missile attack;launch a missile,The museum shows models of early guided missiles.,博物馆展出早期导弹模型。,rocket;projectile,,missile：导弹。
2425,missing,B2,adj.,/ˈmɪsɪŋ/,失踪的；缺少的,missing person;go missing;missing from,One book is still missing from the library shelf.,图书馆书架上仍缺一本书。,absent;lost,present;found,miss → missing：失踪的、缺少的。
2426,mission,B2,noun,/ˈmɪʃn/,使命；任务,complete a mission;space mission;mission of,The rescue team completed its mission before dark.,救援队天黑前完成了任务。,task;assignment,,mission：使命或任务。
2427,mixture,B2,noun,/ˈmɪkstʃə(r)/,混合物,cake mixture;mixture of;strange mixture,Stir the cake mixture until it looks smooth.,搅拌蛋糕糊直到显得均匀。,blend;combination,,mix → mixture：混合物。
2428,mobile,B2,adj.;noun,/ˈməʊbaɪl/,可移动的；手机,mobile phone;mobile app;mobile library,Please switch your mobile phone to silent mode.,请把手机调成静音。,portable;movable,fixed,mobile：可移动的，或手机。
2429,mode,B2,noun,/məʊd/,模式,silent mode;mode of transport;in mode,Buses are a cheap mode of transport in the city.,公交车是城里便宜的出行方式。,method;manner,,mode：模式或方式。
2430,moderate,B2,adj.,/ˈmɒdərət/,适度的,moderate exercise;moderate price;moderate views,Doctors recommend moderate exercise three times a week.,医生建议每周适度运动三次。,mild;reasonable,extreme,moderate：适度的。
2431,modest,B2,adj.,/ˈmɒdɪst/,谦虚的；适度的,modest home;modest about;modest success,She remains modest about her exam success.,她对自己的考试成功仍保持谦虚。,humble;small,arrogant;grand,modest：谦虚的，或不大的。
2432,modification,B2,noun,/ˌmɒdɪfɪˈkeɪʃn/,修改,small modification;make a modification;modification to,We made a small modification to the original plan.,我们对原计划做了小修改。,change;adjustment,,modify → modification：修改。
2433,modify,B2,verb,/ˈmɒdɪfaɪ/,修改,modify a plan;modify slightly;modify to,Please modify your essay title before you submit.,交稿前请修改你的作文标题。,change;alter,,modify：修改。
2434,mom,B2,noun,/mɒm/,妈妈（非正式）,call mom;mom and dad;my mom,I need to call mom before the train leaves.,火车开走前我得给妈妈打电话。,mother;mum,,mom 偏美式；英式常说 mum。
2435,moment,B2,noun,/ˈməʊmənt/,片刻,at the moment;wait a moment;special moment,Please wait a moment while I find your file.,请稍等，我找你的档案。,instant;point,,moment：片刻。
2436,monitor,B2,verb;noun,/ˈmɒnɪtə(r)/,监控；显示器,monitor progress;computer monitor;heart monitor,Teachers monitor progress throughout the school year.,老师在学年中持续监测进步。,watch;screen,,monitor：监视，或显示器。
2437,monkey,B2,noun,/ˈmʌŋki/,猴子,zoo monkey;monkey around;clever monkey,Children laughed at the clever monkey in the zoo.,孩子们对着动物园聪明的猴子发笑。,,,monkey：猴子。
2438,monster,B2,noun,/ˈmɒnstə(r)/,怪物,sea monster;monster film;little monster,The film shows a huge sea monster rising from waves.,电影里一头大海怪从浪中升起。,beast;fiend,,monster：怪物。
2439,monthly,B2,adj.;adv.,/ˈmʌnθli/,每月的,monthly fee;monthly meeting;pay monthly,We pay a monthly fee for the streaming service.,我们按月支付流媒体服务费。,once a month,daily;yearly,month → monthly：每月的。
2440,monument,B2,noun,/ˈmɒnjumənt/,纪念碑,war monument;national monument;monument to,Tourists gather around the war monument every November.,每年十一月游客聚集在战争纪念碑旁。,memorial;statue,,monument：纪念碑。
2441,mood,B2,noun,/muːd/,情绪,in a good mood;change the mood;mood of,A short walk often puts her in a good mood.,短短散步常让她心情变好。,temper;feeling,,mood：情绪。
2442,moral,B2,adj.;noun,/ˈmɒrəl/,道德的；寓意,moral duty;moral of the story;moral support,The moral of the story is to keep trying.,故事的寓意是坚持尝试。,ethical;lesson,immoral,moral：道德的，或寓意。
2443,moreover,B2,adv.,/mɔːrˈəʊvə(r)/,此外,"moreover,;and moreover;moreover it","The room is cheap; moreover, it has a great view.",房间便宜；而且视野很好。,furthermore;also,,more + over：此外。
2444,mosquito,B2,noun,/məˈskiːtəʊ/,蚊子,mosquito bite;kill a mosquito;mosquito net,I woke up with a mosquito bite on my arm.,我醒来发现手臂上有蚊子叮咬。,,,mosquito：蚊子。
2445,mostly,B2,adv.,/ˈməʊstli/,主要地,mostly because;consist mostly;mostly quiet,The crowd was mostly quiet during the speech.,演讲期间人群大体安静。,mainly;largely,,most + ly：大体上。
2446,motion,B2,noun,/ˈməʊʃn/,运动；动议,in motion;motion of;slow motion,The train was already in motion when we arrived.,我们到达时火车已在行驶。,movement;proposal,,motion：运动，或动议。
2447,motivate,B2,verb,/ˈməʊtɪveɪt/,激励,motivate students;motivate to;highly motivate,Good feedback can motivate students to improve.,良好反馈能激励学生进步。,inspire;encourage,discourage,motivate：激励。
2448,motivation,B2,noun,/ˌməʊtɪˈveɪʃn/,动机,lack motivation;strong motivation;motivation to,He has strong motivation to learn British English.,他有强烈动机学习英式英语。,drive;incentive,,motivate → motivation：动机。
2449,motor,B2,noun,/ˈməʊtə(r)/,发动机,electric motor;motor car;motor industry,The electric motor runs quietly and cleanly.,电动机运行安静清洁。,engine;machine,,motor：马达。
2450,motorcycle,B2,noun,/ˈməʊtəsaɪkl/,摩托车,ride a motorcycle;motorcycle helmet;motorcycle race,He wears a helmet every time he rides a motorcycle.,他每次骑摩托车都戴头盔。,motorbike,,motor + cycle：摩托车。
2451,mount,B2,verb,/maʊnt/,登上；安装,mount a horse;Mount Everest;mount pressure,She learned to mount a horse during the holiday.,假期她学会了上马。,climb;install,dismount,mount：登上，或山峰。
