Rank,Word,CEFR,PartOfSpeech,IPA_UK,Chinese,Collocation,Example_EN,Example_CN,Synonym,Antonym,MemoryTip
1401,clear,A2,adj.; verb,/klɪə(r)/,清楚的；清除,clear sky;make clear;clear the table,Please clear the table after dinner tonight.,今晚晚饭后请清理餐桌。,obvious;remove,unclear;blocked,clear：清楚的，或清除。
1402,clearly,A2,adv.,/ˈklɪəli/,清楚地,speak clearly;see clearly;clearly wrong,Please speak clearly so everyone can hear you.,请说清楚，好让每个人都能听见。,obviously;distinctly,unclearly,clear + ly：以清楚的方式。
1403,clerk,A2,noun,/klɑːk/,职员,bank clerk;office clerk;shop clerk,The bank clerk helped me open a new account.,银行职员帮我开了新账户。,assistant;officer,,clerk：办公室或柜台职员。
1404,click,A2,verb; noun,/klɪk/,点击；咔嗒声,click on;mouse click;click of,Please click on the blue button to continue.,请点击蓝色按钮继续。,press;snap,,click：点击或咔嗒一声。
1405,client,A2,noun,/ˈklaɪənt/,客户,important client;client of;meet a client,She has a meeting with an important client today.,她今天要见一位重要客户。,customer;patron,,client：接受专业服务的客户。
1406,climate,A2,noun,/ˈklaɪmət/,气候,climate change;warm climate;local climate,Climate change is an important topic at school.,气候变化是学校里的重要话题。,weather pattern,,climate：长期气候，不是单日天气。
1407,cloth,A2,noun,/klɒθ/,布,piece of cloth;table cloth;wet cloth,Please clean the window with a soft cloth.,请用软布擦窗户。,fabric;material,,cloth：布料；clothes 才是衣服。
1408,clue,A2,noun,/kluː/,线索,find a clue;clue to;no clue,The police found a clue near the broken window.,警方在破窗附近发现一条线索。,hint;lead,,clue：帮助找出答案的提示。
1409,coach,A2,noun; verb,/kəʊtʃ/,教练；长途车,football coach;coach someone;by coach,Our football coach asks us to train harder.,足球教练要求我们更刻苦训练。,trainer;bus,,coach：教练，也指长途客车。
1410,coal,A2,noun,/kəʊl/,煤,coal mine;burn coal;piece of coal,In the past people burned coal to heat houses.,过去人们烧煤给房子取暖。,fuel,,coal：黑色可燃矿物。
1411,coast,A2,noun,/kəʊst/,海岸,along the coast;east coast;coast of,They spent a week along the south coast.,他们在南海岸待了一周。,shore;seaside,,coast：陆地与海相接的地带。
1412,code,A2,noun,/kəʊd/,代码；密码,postal code;secret code;code of conduct,Please enter the postcode carefully on the form.,请在表格上仔细填写邮编。,cipher;rules,,code：密码、代码或规则。
1413,coin,A2,noun,/kɔɪn/,硬币,coin in pocket;toss a coin;gold coin,I found a coin on the classroom floor today.,我今天在教室地板上发现一枚硬币。,piece;change,,coin：金属小钱币。
1414,collapse,A2,verb; noun,/kəˈlæps/,倒塌；崩溃,collapse of;building collapse;collapse into,The old wooden bridge collapsed after heavy rain.,大雨后那座旧木桥倒塌了。,fall down;fail,,collapse：突然倒塌或崩溃。
1415,collar,A2,noun,/ˈkɒlə(r)/,衣领,shirt collar;white collar;collar of,He turned up the collar of his coat in the wind.,刮风时他把外套衣领竖了起来。,neckband,,collar：衣服上的衣领。
1416,colleague,A2,noun,/ˈkɒliːɡ/,同事,work colleague;colleague of;close colleague,I asked a colleague for help with the report.,我请一位同事帮忙写报告。,co-worker,,colleague：在同一单位工作的人。
1417,collect,A2,verb,/kəˈlekt/,收集,collect stamps;collect from;collect data,She likes to collect stamps from different countries.,她喜欢收集各国邮票。,gather;pick up,,collect：把分散的东西聚到一起。
1418,collection,A2,noun,/kəˈlekʃn/,收藏；收集物,stamp collection;collection of;private collection,He has a large collection of old books at home.,他家里有大量旧书收藏。,set;gathering,,collect → collection：收藏品合集。
1419,column,A2,noun,/ˈkɒləm/,专栏；柱子,newspaper column;stone column;in this column,She writes a weekly column for the local paper.,她为本地报纸写每周专栏。,pillar;article,,column：柱子，或报刊专栏。
1420,combination,A2,noun,/ˌkɒmbɪˈneɪʃn/,组合,combination of;right combination;in combination,Success needs a combination of hard work and luck.,成功需要努力与运气的结合。,mixture;blend,,combine → combination：组合结果。
1421,combine,A2,verb,/kəmˈbaɪn/,结合,combine with;combine A and B;combine efforts,Please combine the flour with the eggs carefully.,请把面粉和鸡蛋仔细混合。,mix;unite,separate,combine：把两样（或多样）合在一起。
1422,comedy,A2,noun,/ˈkɒmədi/,喜剧,romantic comedy;comedy film;sense of comedy,We watched a funny comedy film last night.,昨晚我们看了一部搞笑喜剧电影。,humour;funny show,tragedy,comedy：使人笑的表演或故事。
1423,comfort,A2,noun; verb,/ˈkʌmfət/,舒适；安慰,find comfort;comfort someone;in comfort,Friends can comfort you when you feel sad.,难过时朋友可以安慰你。,ease;console,discomfort,comfort：舒适，或安慰别人。
1424,comic,A2,noun; adj.,/ˈkɒmɪk/,连环画；滑稽的,comic book;comic strip;comic actor,The boy reads a comic book every evening.,男孩每天晚上读漫画书。,funny;cartoon,tragic,comic：滑稽的，或连环漫画。
1425,command,A2,noun; verb,/kəˈmɑːnd/,命令；掌握,give a command;in command;command of English,The officer gave a clear command to the soldiers.,军官向士兵下达了明确命令。,order;control,,command：命令，或掌握某技能。
