Rank,Word,CEFR,PartOfSpeech,IPA_UK,Chinese,Collocation,Example_EN,Example_CN,Synonym,Antonym,MemoryTip
901,sleep,A2,verb; noun,/sliːp/,睡觉,get some sleep;go to sleep;sleep well,I need to get some sleep before the early train.,我需要在早班火车前睡一会儿。,rest;doze,wake,sleep 可作动词也可作名词：get some sleep。
902,slow,A2,adj.; adv.,/sləʊ/,慢的,slow down;slow train;slow progress,Please drive slow near the school gate.,在学校门口请慢开。,unhurried,fast,slow：速度不快。
903,slowly,A2,adv.,/ˈsləʊli/,慢慢地,speak slowly;walk slowly;move slowly,Please speak slowly so I can understand you.,请说慢一点，好让我听懂。,gradually,quickly,slow + ly：以慢的方式。
904,small,A2,adj.,/smɔːl/,小的,small town;small amount;very small,They live in a small town near the sea.,他们住在海边一座小镇。,little;tiny,big,small：尺寸不大。
905,smart,A2,adj.,/smɑːt/,聪明的；时髦的,smart phone;look smart;smart idea,She looks smart in her new school uniform.,她穿新校服显得很精神。,clever;stylish,stupid,smart：聪明或衣着得体。
906,smell,A2,verb; noun,/smel/,闻；气味,smell of;sweet smell;smell bad,I can smell fresh bread from the bakery.,我能闻到面包店飘来的新鲜面包味。,scent;odour,,smell：用鼻子感知气味。
907,smile,A2,verb; noun,/smaɪl/,微笑,smile at;big smile;force a smile,She gave me a big smile when I arrived.,我到时她给了我一个大大的微笑。,grin,frown,smile：嘴角上扬的友善表情。
908,smoke,A2,verb; noun,/sməʊk/,吸烟；烟,cigarette smoke;smoke a cigarette;smoke detector,Please do not smoke inside this building.,请不要在这栋楼内吸烟。,fumes,,smoke：烟，或吸烟。
909,smoking,A2,noun,/ˈsməʊkɪŋ/,吸烟,no smoking;quit smoking;smoking area,There is a no smoking sign on the door.,门上有禁止吸烟的标志。,,,smoke + ing：吸烟这件事。
910,snake,A2,noun,/sneɪk/,蛇,poisonous snake;snake bite;afraid of snakes,We saw a snake near the river yesterday.,昨天我们在河边看见一条蛇。,,,snake：没有腿、会游走的爬行动物。
911,snow,A2,noun; verb,/snəʊ/,雪；下雪,heavy snow;snow falls;in the snow,Heavy snow covered the school playground overnight.,大雪一夜覆盖了学校操场。,snowfall,,snow：冬天从天上落的白色结晶。
912,so,A2,adv.; conj.,/səʊ/,如此；所以,so tired;so that;and so,I was so tired that I went to bed early.,我累得早早就上床了。,therefore;very,,so：如此……，或因此。
913,soap,A2,noun,/səʊp/,肥皂,bar of soap;soap opera;wash with soap,Please wash your hands with soap and water.,请用肥皂和水洗手。,,,soap：去污用的清洗块。
914,soccer,A2,noun,/ˈsɒkə(r)/,足球（偏美用法，亦见）,soccer game;play soccer;soccer team,They play soccer in the park every Sunday.,他们每个周日在公园踢足球。,football,,soccer 偏美式；英式日常更常说 football。
915,social,A2,adj.,/ˈsəʊʃl/,社会的,social media;social life;social skills,Teenagers spend much time on social media now.,如今青少年花很多时间在社交媒体上。,communal,private,social：与他人有关的。
916,society,A2,noun,/səˈsaɪəti/,社会,modern society;in society;member of society,Rules help people live together in society.,规则帮助人们在社会中共同生活。,community,,soci- 与交往有关。
917,sock,A2,noun,/sɒk/,袜子,pair of socks;warm socks;put on socks,I bought a new pair of warm socks today.,我今天买了一双新的厚袜子。,,,sock：穿在脚上的短袜。
918,soft,A2,adj.,/sɒft/,软的,soft voice;soft pillow;feel soft,The blanket feels soft and warm tonight.,今晚毯子摸起来柔软又暖和。,gentle,hard,soft：摸起来不硬。
919,software,A2,noun,/ˈsɒftweə(r)/,软件,computer software;software update;install software,Please install the new software on my laptop.,请在我的笔记本上安装新软件。,program,,soft + ware：软的“器具”→软件。
920,soldier,A2,noun,/ˈsəʊldʒə(r)/,士兵,brave soldier;soldier in;become a soldier,Her grandfather was a soldier many years ago.,她祖父多年前是一名士兵。,fighter,,soldier：军队中的军人。
921,solid,A2,adj.,/ˈsɒlɪd/,固体的；结实的,solid wood;solid evidence;solid ice,This table is made of solid wood.,这张桌子是实木做的。,firm;strong,liquid,solid：固态、结实。
922,solution,A2,noun,/səˈluːʃn/,解决办法,find a solution;solution to;possible solution,We need a solution to this difficult problem.,我们需要解决这个难题的办法。,answer;fix,,solve → solution：解决办法。
923,solve,A2,verb,/sɒlv/,解决,solve a problem;solve a puzzle;hard to solve,Can you help me solve this maths problem?,你能帮我解这道数学题吗？,work out;fix,,solve：找出答案。
924,some,A2,det.; pron.,/sʌm/,一些,some people;some of;some more,"Would you like some more tea, please?",再来一点茶好吗？,a few;a little,none,some：一些（肯定句常用）。
925,somebody,A2,pron.,/ˈsʌmbədi/,某人,somebody else;somebody to;if somebody,Somebody left a bag on the bus seat.,有人把包落在了公交座位上。,someone,nobody,some + body：某个人。
926,someone,A2,pron.,/ˈsʌmwʌn/,某人,someone else;someone special;ask someone,Someone knocked on the door late last night.,昨晚很晚有人敲门。,somebody,no one,some + one：某个人。
927,something,A2,pron.,/ˈsʌmθɪŋ/,某事,something else;something to;something new,I have something important to tell you now.,我现在有重要的事要告诉你。,a thing,nothing,some + thing：某样东西。
928,sometimes,A2,adv.,/ˈsʌmtaɪmz/,有时,sometimes late;sometimes I;only sometimes,I sometimes walk to school when it is sunny.,天晴时我有时步行去学校。,occasionally,always;never,some + times：有些时候。
929,son,A2,noun,/sʌn/,儿子,eldest son;son of;my son,Their son studies at a university in London.,他们的儿子在伦敦一所大学读书。,boy;child,daughter,son：父母的男孩。
930,song,A2,noun,/sɒŋ/,歌曲,sing a song;favourite song;write a song,She sang a beautiful song at the concert.,她在音乐会上唱了一首好听的歌。,tune;melody,,song：可以唱的一段音乐。
931,soon,A2,adv.,/suːn/,很快,see you soon;as soon as;too soon,I will call you as soon as I arrive.,我一到就给你打电话。,shortly,late,soon：不久之后。
932,sorry,A2,adj.,/ˈsɒri/,抱歉的,feel sorry;sorry for;I'm sorry,I am sorry for being late this morning.,抱歉今天早上迟到了。,apologetic,glad,sorry：表达歉意或不舍。
933,sort,A2,noun; verb,/sɔːt/,种类；分类,sort of;sort out;this sort,What sort of music do you usually like?,你通常喜欢哪种音乐？,kind;type,,sort：种类，或整理。
934,sound,A2,noun; verb,/saʊnd/,声音；听起来,sound like;loud sound;sound good,That plan sounds good to everyone here.,在座每个人都觉得那个计划听起来不错。,noise;seem,,sound：声音，或听起来怎样。
935,soup,A2,noun,/suːp/,汤,bowl of soup;tomato soup;soup of the day,I ordered a hot bowl of tomato soup.,我点了一碗热番茄汤。,,,soup：液体食物。
936,south,A2,noun; adj.; adv.,/saʊθ/,南,in the south;go south;south of,They live in the south of the country.,他们住在这个国家的南方。,southern,north,south：地图下方的方向。
937,space,A2,noun,/speɪs/,空间；太空,outer space;parking space;space for,Is there enough space for another chair here?,这里还够再放一把椅子吗？,room;area,,space：空间，也指太空。
938,speak,A2,verb,/spiːk/,说,speak English;speak to;speak clearly,"Can you speak a little more slowly, please?",你能说得再慢一点吗？,talk;say,,speak：口头发出语言。
939,speaker,A2,noun,/ˈspiːkə(r)/,演讲者；扬声器,native speaker;guest speaker;loud speaker,Our guest speaker will arrive at ten.,我们的嘉宾演讲者十点到达。,orator,,speak + er：说话/演讲的人。
940,special,A2,adj.,/ˈspeʃl/,特别的,special offer;special day;nothing special,Mum cooked a special meal for my birthday.,妈妈为我的生日做了一顿特别的饭。,particular;unique,ordinary,special：不一般。
941,speech,A2,noun,/spiːtʃ/,演讲；言语,make a speech;free speech;speech about,The head teacher made a short speech today.,校长今天做了简短讲话。,talk;address,,speech：正式口头表达。
942,speed,A2,noun,/spiːd/,速度,high speed;speed limit;at speed,Please reduce your speed near the school.,请在学校附近降低车速。,pace;velocity,,speed：单位时间移动的快慢。
943,spell,A2,verb,/spel/,拼写,spell a word;spell check;how do you spell,"How do you spell your family name, please?",请问你的姓怎么拼？,write out,,spell：按字母写出。
944,spelling,A2,noun,/ˈspelɪŋ/,拼写,my spelling;this spelling;spelling and,I bought a spelling at the corner shop today.,我今天在街角小店买了拼写。,,,spelling ≈「拼写」；注意它在句中的位置。
945,spend,A2,verb,/spend/,花费,spend money;spend time;spend on,I spend too much time on my phone.,我在手机上花的时间太多了。,use up;pay,save,spend：付出时间或金钱。
946,sport,A2,noun,/spɔːt/,体育运动,play sport;sport centre;team sport,Football is my favourite sport at school.,足球是我在学校最喜欢的运动。,game;athletics,,sport：体育锻炼项目。
947,spot,A2,noun; verb,/spɒt/,地点；发现,parking spot;on the spot;spot of,We found a free parking spot near the shop.,我们在商店附近找到一个空车位。,place;notice,,spot：地点，或发现。
948,spring,A2,noun,/sprɪŋ/,春天；泉水,in spring;spring day;hot spring,Flowers come out in spring every year.,每年春天花都会开放。,springtime,,spring：春天，也可指弹簧/泉水。
949,square,A2,noun; adj.,/skweə(r)/,广场；方形的,town square;square metre;square shape,We met in the town square after lunch.,午饭后我们在市政广场见面。,plaza,,square：正方形，或城市广场。
950,stadium,A2,noun,/ˈsteɪdiəm/,体育场,the stadium;a stadium;stadium of,We talked about the stadium after class today.,今天课后我们谈论了这个体育场。,,,看见 stadium 先想画面，再对应「体育场」。
951,staff,A2,noun,/stɑːf/,员工,my staff;this staff;staff and,We talked about the staff after class today.,今天课后我们谈论了这个员工。,,,看见 staff 先想画面，再对应「员工」。
952,stage,A2,noun,/steɪdʒ/,舞台；阶段,on stage;first stage;stage of,She felt nervous before going on stage.,上台前她感到紧张。,phase;platform,,stage：舞台，或阶段。
953,stairs,A2,noun,/steəz/,楼梯,my stairs;this stairs;stairs and,We talked about the stairs after class today.,今天课后我们谈论了这个楼梯。,,,拼写盯住 stairs，词义先记「楼梯」。
954,stamp,A2,noun,/stæmp/,邮票；印章,postage stamp;stamp on;passport stamp,I need a postage stamp for this letter.,这封信我需要一张邮票。,,,stamp：邮票，或盖章/跺脚。
955,stand,A2,verb,/stænd/,站立,stand up;stand for;stand in line,Please stand up when the teacher comes in.,老师进来时请起立。,rise;tolerate,sit,stand：站着，或忍受。
956,star,A2,noun,/stɑː(r)/,星星；明星,movie star;star in the sky;star rating,We watched the stars in the sky at night.,夜里我们观看天上的星星。,celebrity,,star：星星或明星。
957,start,A2,verb; noun,/stɑːt/,开始,start work;at the start;start with,Classes start at eight o'clock each morning.,每天早上八点开始上课。,begin,finish;end,start：开始做某事。
958,statement,A2,noun,/ˈsteɪtmənt/,陈述,my statement;this statement;statement and,Pay attention to the statement before you continue.,继续之前请先注意这个陈述。,,,statement 与近义词对比，突出「陈述」这一义。
959,station,A2,noun,/ˈsteɪʃn/,车站,train station;police station;at the station,We will meet at the train station at nine.,我们九点在火车站见面。,depot;terminal,,station：固定的服务站点。
960,stay,A2,verb; noun,/steɪ/,停留,stay at;stay home;stay calm,I will stay at my uncle's house tonight.,今晚我将住在叔叔家。,remain,leave,stay：停留在某处。
961,steak,A2,noun,/steɪk/,牛排,the steak;a steak;steak of,She put the steak back on the shelf carefully.,她小心地把牛排放回了架子上。,,,把 steak（牛排）放进自己的一句英语里。
962,steal,A2,verb,/stiːl/,偷,steal money;steal from;steal a glance,Someone tried to steal a bike in the park.,有人试图在公园偷一辆自行车。,rob;take,,steal：未经允许拿走。
963,step,A2,noun; verb,/step/,步骤；迈步,take a step;step by step;front step,Please watch your step on the wet floor.,湿地板上请小心脚下。,pace;stage,,step：一步，或步骤。
964,still,A2,adv.; adj.,/stɪl/,仍然；静止的,stand still;still waiting;still water,Are you still waiting for the bus outside?,你还在外面等公交车吗？,yet;calm,no longer,still：仍然，或静止。
965,stomach,A2,noun,/ˈstʌmək/,胃,stomach ache;empty stomach;on an empty stomach,He stayed home because of a stomach ache.,他因为胃疼待在家里。,belly,,stomach：消化食物的器官。
966,stop,A2,verb; noun,/stɒp/,停止,bus stop;stop doing;full stop,Please stop talking during the exam now.,考试时请停止讲话。,halt;end,continue;start,stop：使不再继续。
967,store,A2,noun; verb,/stɔː(r)/,商店；储存,department store;store food;in store,We bought milk at the corner store today.,我们今天在街角小店买了牛奶。,shop;keep,,store：商店，或储存。
968,storm,A2,noun,/stɔːm/,暴风雨,heavy storm;after the storm;storm warning,A heavy storm damaged several trees last night.,昨夜一场大风暴损坏了几棵树。,tempest,,storm：强风夹雨雪。
969,story,A2,noun,/ˈstɔːri/,故事,tell a story;short story;true story,Grandma told us a funny story after dinner.,晚饭后奶奶给我们讲了个好笑的故事。,tale;account,,story：叙事故事。
970,straight,A2,adj.; adv.,/streɪt/,直的；直接,go straight;straight ahead;straight hair,Go straight ahead and you will see the bank.,一直往前走，你就会看见银行。,direct,curved;bent,straight：不弯曲。
971,strange,A2,adj.,/streɪndʒ/,奇怪的,strange noise;feel strange;strange to,I heard a strange noise outside the window.,我听到窗外有奇怪的声音。,odd;unusual,familiar;normal,strange：不熟悉或怪异。
