Rank,Word,CEFR,PartOfSpeech,IPA_UK,Chinese,Collocation,Example_EN,Example_CN,Synonym,Antonym,MemoryTip
1701,reject,B1,verb,/rɪˈdʒekt/,拒绝；排斥,reject an offer;reject a proposal;feel rejected,The committee decided to reject the proposal at today's meeting.,委员会在今天会议上决定拒绝这项提案。,refuse;decline,accept;approve,re + ject：把东西扔回去，不要。
1702,latter,B1,adj.; noun,/ˈlætə(r)/,后者的；后者,the latter half;the former and the latter;in the latter case,"Of the two plans, I prefer the latter.",在两个方案中，我更喜欢后者。,second;final,former;first,latter：两者中排在后面的那个。
1703,plate,B1,noun; verb,/pleɪt/,盘子；板块；镀,dinner plate;license plate;plate of food,She placed a clean plate on the table.,她把一只干净的盘子放在桌上。,dish;platter,,plate：装食物的平底盘子。
1704,ban,B1,verb; noun,/bæn/,禁止；禁令,ban smoking;lift a ban;total ban,The city plans to ban plastic bags next year.,该市计划明年禁止塑料袋。,prohibit;forbid,allow;permit,ban：官方说不许做。
1705,steal,B1,verb; noun,/stiːl/,偷窃；偷垒,steal money;steal a glance;steal home,Someone tried to steal her phone on the bus.,有人在公交车上想偷她的手机。,take;rob,return;give,steal：偷偷拿走别人的东西。
1706,protest,B1,noun; verb,/ˈprəʊtest/,抗议；反对,peaceful protest;protest against;stage a protest,Students held a peaceful protest outside city hall.,学生们在市政厅外举行了和平抗议。,objection;demonstration,support;approval,pro + test：公开站出来表示反对。
1707,index,B1,noun; verb,/ˈɪndeks/,索引；指数；编索引,stock index;index page;index of names,Check the index at the back of the book.,请查看书末的索引。,list;indicator,,index：帮你快速定位内容的目录。
1708,sad,B1,adj.,/sæd/,悲伤的；难过的,feel sad;sad news;sad story,She felt sad when her friend moved away.,朋友搬走时她感到很难过。,unhappy;sorrowful,happy;glad,sad：心里沉甸甸、不开心。
1709,frequently,B1,adv.,/ˈfriːkwəntli/,频繁地；经常,frequently asked;visit frequently;occur frequently,He frequently visits his grandparents on weekends.,他周末经常去看望祖父母。,often;regularly,rarely;seldom,frequent + ly：以频繁的方式发生。
1710,circle,B1,noun; verb,/ˈsɜːkl/,圆；圈子；环绕,draw a circle;inner circle;circle around,The children sat in a circle on the floor.,孩子们围成一圈坐在地板上。,ring;loop,,circle：首尾相接的圆形。
1711,helpful,B1,adj.,/ˈhelpfl/,有帮助的；乐于助人的,very helpful;helpful advice;helpful staff,The guide gave us helpful advice about the route.,向导就路线给了我们有用的建议。,useful;kind,unhelpful;useless,help + ful：充满帮助的。
1712,command,B1,noun; verb,/kəˈmɑːnd/,命令；指挥；掌握,take command;command respect;under command,The officer gave a clear command to the team.,军官向队伍下达了明确命令。,order;control,obey;request,com + mand：让人必须照做的指令。
1713,attractive,B1,adj.,/əˈtræktɪv/,有吸引力的；迷人的,attractive offer;physically attractive;attractive design,The shop window display looks very attractive.,商店橱窗陈列看起来非常吸引人。,appealing;charming,unattractive;plain,attract + ive：能把人吸引过来的。
1714,sick,B1,adj.,/sɪk/,生病的；恶心的,feel sick;get sick;sick leave,He stayed home because he felt sick.,他因为身体不适待在家里。,ill;unwell,healthy;well,sick：身体不舒服、想吐也可说 sick。
1715,impression,B1,noun,/ɪmˈpreʃn/,印象；感想,first impression;make an impression;general impression,She made a strong impression at the interview.,她在面试中给人留下了深刻印象。,impact;feeling,,im + press：像印章一样压进心里的感觉。
1716,unable,B1,adj.,/ʌnˈeɪbl/,不能的；无法,unable to;unable to attend;unable to pay,I was unable to finish the report by Friday.,我周五前没能完成这份报告。,incapable;powerless,able;capable,un + able：没有能力的。
1717,joke,B1,noun; verb,/dʒəʊk/,笑话；开玩笑,tell a joke;make a joke;practical joke,He told a funny joke at dinner.,晚餐时他讲了个有趣的笑话。,gag;humour,,joke：让人发笑的段子或玩笑话。
1718,sky,B1,noun,/skaɪ/,天空,blue sky;night sky;clear sky,The sky turned pink as the sun set.,日落时天空变成了粉红色。,heavens;firmament,ground;earth,sky：抬头看见的那片天。
1719,column,B1,noun,/ˈkɒləm/,专栏；圆柱；列,newspaper column;column of smoke;spinal column,She writes a weekly column for the local paper.,她为当地报纸写每周专栏。,pillar;article,,column：竖起来的一列或一根柱子。
1720,electronic,B1,adj.,/ɪˌlekˈtrɒnɪk/,电子的,electronic device;electronic music;electronic payment,Most tickets are now sold through electronic payment.,现在大多数票都通过电子支付购买。,digital;automated,manual;analogue,electron + ic：靠电子运作的。
1721,impose,B1,verb,/ɪmˈpəʊz/,强加；征收,impose a tax;impose restrictions;impose on someone,The government may impose new taxes next year.,政府明年可能征收新税。,enforce;levy,remove;lift,im + pose：把负担摆到别人身上。
1722,criminal,B1,noun; adj.,/ˈkrɪmɪnl/,罪犯；犯罪的,criminal record;criminal offence;criminal investigation,Police arrested a criminal near the station.,警察在车站附近逮捕了一名罪犯。,offender;lawbreaker,innocent;law-abiding,crime + al：触犯法律的人或事。
1723,besides,B1,prep.; adv.,/bɪˈsaɪdz/,除……之外；而且,besides that;besides me;besides the cost,"Besides English, she also speaks French.",除了英语，她还会说法语。,apart from;in addition,,besides：在原有之外再多出一块。
1724,properly,B1,adv.,/ˈprɒpəli/,正确地；适当地,work properly;behave properly;properly trained,Make sure the door closes properly.,确保门能正常关好。,correctly;appropriately,improperly;wrongly,proper + ly：以正确得体的方式。
