Rank,Word,CEFR,PartOfSpeech,IPA_UK,Chinese,Collocation,Example_EN,Example_CN,Synonym,Antonym,MemoryTip
1,the,A1,det.; art.,/ðə/,这；那（定冠词）,the same;the first;the more,The book on the table is mine.,桌上的那本书是我的。,,,元音前常读 /ðiː/，辅音前读 /ðə/。
2,be,A1,verb,/biː/,是；在；成为,be careful;be honest;there be,She wants to be a doctor one day.,她希望有一天成为医生。,exist;remain,,am/is/are/was/were 都是 be 的词形。
3,and,A1,conj.,/ænd/,和；并且,and so on;bread and butter;and then,Tom and Lily walked home together.,汤姆和莉莉一起走回家。,plus;also,but;or,连接对等成分，可记成“一加一”。
4,of,A1,prep.,/əv/,……的；属于,a lot of;kind of;proud of,This is a photo of my family.,这是我家的一张照片。,from;about,,弱读常见 /əv/，别总读成 /ɒv/。
5,to,A1,prep.; particle,/tuː/,到；向；去；不定式标记,go to;listen to;want to,I need to finish my homework tonight.,我今晚需要完成作业。,towards;for,from,作不定式时多弱读 /tə/。
6,a,A1,det.; art.,/ə/,一个（不定冠词）,a bit;a few;have a look,She bought a gift for her friend.,她给朋友买了一份礼物。,one;any,the,辅音前用 a，元音前改用 an。
7,in,A1,prep.; adv.,/ɪn/,在……里；在……时,in time;in fact;in the morning,There are three books in the bag.,包里有三本书。,inside;within,out;outside,in 像走进门里。
8,have,A1,verb,/hæv/,有；吃；经历；助动词,have lunch;have to;have fun,They have a small flat near the station.,他们在车站附近有一套小公寓。,own;possess,lack,完成时里 have/has + 过去分词。
9,it,A1,pron.,/ɪt/,它；这；形式主语,it seems;find it;make it,It is raining hard this afternoon.,今天下午雨下得很大。,this;that,,指物、动物、时间天气常用 it。
10,you,A1,pron.,/juː/,你；你们,thank you;see you;you know,Can you help me with this box?,你能帮我搬这个箱子吗？,one;people,,单复数同形，语气看语境。
11,he,A1,pron.,/hiː/,他,he says;he is;there he is,He is waiting for the bus outside.,他在外面等公交车。,,she,主格 he，宾格 him，所有格 his。
12,for,A1,prep.; conj.,/fɔː(r)/,为了；给；因为；达……之久,for example;look for;wait for,This gift is for your sister.,这份礼物是给你妹妹的。,because of;during,against,表目的、对象或时间长度都很常见。
13,they,A1,pron.,/ðeɪ/,他们；她们；它们,they say;there they are;as they,They arrived early for the meeting.,他们早早到了会议现场。,people,,主格 they，宾格 them，所有格 their。
14,not,A1,adv.; particle,/nɒt/,不；没有,not only;do not;not yet,I do not want to go out tonight.,我今晚不想出门。,no;never,yes,常缩成 n't，如 don't / isn't。
15,that,A1,det.; pron.; conj.; adv.,/ðæt/,那个；那；引导从句,so that;that day;find that,I think that the answer is correct.,我认为这个答案是正确的。,which;this,this,可指物，也可引导 that 从句。
