Rank,Word,CEFR,PartOfSpeech,IPA_UK,Chinese,Collocation,Example_EN,Example_CN,Synonym,Antonym,MemoryTip
1101,abandon,A2,verb,/əˈbændən/,放弃；遗弃,abandon hope;abandon a plan;abandon someone,Do not abandon your friends when they need help.,朋友需要帮助时，不要抛弃他们。,leave;desert,keep,a + bandon：彻底丢开不要了。
1102,ability,A2,noun,/əˈbɪləti/,能力,ability to;natural ability;ability in,She has the ability to learn languages quickly.,她有快速学习语言的能力。,skill;capability,inability,able → ability：能够做成事的本事。
1103,able,A2,adj.,/ˈeɪbl/,能够的,be able to;able student;able to,Will you be able to finish this by Friday?,你周五前能完成这个吗？,capable,unable,able：有能力做到。
1104,absence,A2,noun,/ˈæbsəns/,缺席,in the absence of;absence from;long absence,His absence from class was noted by the teacher.,老师注意到他缺课。,lack;nonattendance,presence,ab + sence：不在场。
1105,absolute,A2,adj.,/ˈæbsəluːt/,绝对的,absolute silence;absolute beginner;absolute must,There was absolute silence in the exam room.,考场里一片绝对的寂静。,total;complete,relative,absolute：完全、无例外。
1106,absolutely,A2,adv.,/ˌæbsəˈluːtli/,绝对地,absolutely right;absolutely not;absolutely sure,You are absolutely right about this problem.,关于这个问题你完全正确。,totally;completely,partly,absolute + ly：绝对地。
1107,academic,A2,adj.; noun,/ˌækəˈdemɪk/,学术的；学者,academic year;academic study;academic skills,The new academic year starts in September.,新学年九月开始。,scholarly;educational,,academy → academic：与学业有关。
1108,access,A2,noun; verb,/ˈækses/,通道；访问,have access to;internet access;access to,Students have access to free wifi in the library.,学生在图书馆可以使用免费无线网。,entry;admission,blockage,access：能够进入或使用。
1109,accident,A2,noun,/ˈæksɪdənt/,事故,by accident;car accident;serious accident,I deleted the file by accident this morning.,我今早不小心删了文件。,crash;mishap,,accident：意外发生的事故。
1110,accommodation,A2,noun,/əˌkɒməˈdeɪʃn/,住宿,book accommodation;student accommodation;find accommodation,We booked hotel accommodation near the station.,我们在车站附近订了住宿。,lodging;housing,,英式常用 accommodation 表住宿。
