Rank,Word,CEFR,PartOfSpeech,IPA_UK,Chinese,Collocation,Example_EN,Example_CN,Synonym,Antonym,MemoryTip
2001,generally,B1,adv.,/ˈdʒenrəli/,一般来说,generally speaking;generally accepted;generally true,"Generally speaking, students prefer shorter homework.",一般说来，学生更喜欢较短作业。,usually;broadly,specifically,general + ly：通常、大体上。
2002,generate,B1,verb,/ˈdʒenəreɪt/,产生,generate electricity;generate ideas;generate income,Solar panels generate electricity from sunlight.,太阳能电池板从阳光发电。,produce;create,,generate：产生。
2003,generation,B1,noun,/ˌdʒenəˈreɪʃn/,一代；产生,younger generation;generation gap;power generation,The younger generation grew up with smartphones.,年轻一代伴随着智能手机长大。,age group;cohort,,generate → generation：一代人。
2004,generous,B1,adj.,/ˈdʒenərəs/,慷慨的,generous gift;generous with;generous offer,Thank you for your generous gift to the school.,感谢你向学校提供的慷慨礼物。,kind;liberal,mean;stingy,generous：大方慷慨。
2005,genetic,B1,adj.,/dʒəˈnetɪk/,基因的,genetic testing;genetic disease;genetic code,Genetic testing can find risks for some diseases.,基因检测可以发现某些疾病风险。,hereditary;DNA-related,,gene → genetic：基因的。
2006,genius,B1,noun,/ˈdʒiːniəs/,天才,mathematical genius;stroke of genius;genius at,Mozart was a musical genius from a young age.,莫扎特从小就是音乐天才。,mastermind;prodigy,,genius：非凡才智。
2007,gentle,B1,adj.,/ˈdʒentl/,温和的,gentle voice;gentle breeze;be gentle,Please be gentle when you hold the baby.,抱婴儿时请轻柔一些。,soft;mild,harsh;rough,gentle：温和轻柔。
2008,gentleman,B1,noun,/ˈdʒentlmən/,绅士,young gentleman;perfect gentleman;ladies and gentlemen,He behaved like a perfect gentleman at the formal dinner.,正式晚宴上他表现得像一位完美绅士。,man;sir,,gentle + man：礼貌的男士。
2009,gently,B1,adv.,/ˈdʒentli/,轻轻地,speak gently;gently open;press gently,Please speak gently to the frightened child.,请对受惊的孩子轻声说话。,softly;mildly,roughly,gentle + ly：温柔地。
2010,genuine,B1,adj.,/ˈdʒenjuɪn/,真正的,genuine concern;genuine leather;genuine smile,She showed genuine concern for her sick friend.,她对生病的朋友表现出真诚关心。,real;sincere,fake;false,genuine：真实的、真诚的。
2011,gesture,B1,noun,/ˈdʒestʃə(r)/,手势,make a gesture;friendly gesture;hand gesture,He made a friendly gesture and offered us seats.,他做了一个友好手势并请我们坐下。,sign;motion,,gesture：手势或姿态。
2012,ghost,B1,noun,/ɡəʊst/,鬼,ghost story;believe in ghosts;ghost of,Children like telling ghost stories around the campfire.,孩子们喜欢围着篝火讲鬼故事。,spirit;phantom,,ghost：鬼魂。
2013,giant,B1,noun;adj.,/ˈdʒaɪənt/,巨人；巨大的,giant company;giant size;gentle giant,A giant company bought the local newspaper last year.,一家巨型公司去年收购了本地报纸。,huge;enormous,tiny,giant：巨大的，或巨人。
2014,gift,B1,noun,/ɡɪft/,礼物；天赋,birthday gift;gift of;special gift,She received a lovely birthday gift from her aunt.,她收到阿姨送来的可爱生日礼物。,present;talent,,gift：礼物，也指定天赋。
2015,giraffe,B1,noun,/dʒəˈrɑːf/,长颈鹿,tall giraffe;giraffe neck;see a giraffe,Children loved watching the tall giraffe at the zoo.,孩子们喜欢在动物园看那只高大的长颈鹿。,,,giraffe：长颈鹿。
2016,glad,B1,adj.,/ɡlæd/,高兴的,glad to;glad about;feel glad,I am glad to hear that you passed the driving test.,听说你通过驾照考试我很高兴。,happy;pleased,sad;sorry,glad：感到高兴。
2017,glance,B1,verb;noun,/ɡlɑːns/,一瞥,glance at;quick glance;at a glance,She stole a quick glance at her phone during class.,她上课时偷偷瞥了一眼手机。,look;peek,,glance：快速一瞥。
2018,global,B1,adj.,/ˈɡləʊbl/,全球的,global warming;global market;global problem,Climate change is a global problem for every country.,气候变化是每个国家面临的全球问题。,worldwide;international,local,globe → global：全球的。
2019,globe,B1,noun,/ɡləʊb/,地球；地球仪,around the globe;world globe;on the globe,News travels quickly around the globe today.,今天新闻迅速传遍全球。,world;sphere,,globe：地球仪，或世界。
2020,glory,B1,noun,/ˈɡlɔːri/,荣耀,in glory;former glory;glory of,The old stadium returned to its former glory after repairs.,修缮后这座老体育场恢复了往日辉煌。,honour;splendour,shame,glory：光荣或辉煌。
2021,glove,B1,noun,/ɡlʌv/,手套,pair of gloves;winter gloves;glove box,Put on a pair of gloves before you go outside.,出门前戴上一副手套。,mitten,,glove：手套。
2022,glow,B1,verb;noun,/ɡləʊ/,发光,soft glow;glow with pride;glow in the dark,A soft glow came from the lamp in the corner.,角落里的灯发出柔和光晕。,shine;radiate,,glow：柔和发光。
2023,glue,B1,noun;verb,/ɡluː/,胶水；粘贴,glue stick;glue together;super glue,Use a glue stick to stick the photos in the book.,用胶棒把照片贴进本子。,adhesive;paste,,glue：胶水。
2024,goat,B1,noun,/ɡəʊt/,山羊,farm goat;goat cheese;keep goats,Farmers keep goats for milk and cheese.,农民养山羊取奶做奶酪。,,,goat：山羊。
2025,god,B1,noun,/ɡɒd/,神,believe in God;thank God;god of,Many people thank God when something goes well.,事情顺利时许多人感谢上帝。,deity;divinity,,god：神；God 常大写指上帝。
2026,golden,B1,adj.,/ˈɡəʊldən/,金色的,golden opportunity;golden hair;golden rule,This job is a golden opportunity for recent graduates.,这份工作对应届毕业生是绝佳机会。,gold-coloured;excellent,,gold → golden：金色的，或极好的。
2027,golf,B1,noun,/ɡɒlf/,高尔夫,play golf;golf course;golf club,They play golf every Sunday morning.,他们每周日上午打高尔夫。,,,golf：高尔夫球运动。
2028,goods,B1,noun,/ɡʊdz/,商品,buy goods;goods and services;deliver goods,Online shops deliver goods within two days.,网店两天内送达商品。,products;merchandise,,goods：商品（复数形式）。
2029,govern,B1,verb,/ˈɡʌvn/,统治；管理,govern a country;govern carefully;laws that govern,Rules that govern school life should be clear and fair.,约束学校生活的规则应清晰公正。,rule;control,,govern：治理。
2030,government,B1,noun,/ˈɡʌvənmənt/,政府,local government;government policy;central government,The local government opened a new public park.,地方政府开放了一座新公园。,administration;state,,govern → government：政府。
2031,governor,B1,noun,/ˈɡʌvənə(r)/,州长；总督,state governor;school governor;governor of,The school governor visited classrooms last Friday.,学校董事上周五参观了教室。,ruler;director,,govern → governor：州长或主管。
2032,grab,B1,verb,/ɡræb/,抓住,grab a bag;grab the chance;grab hold of,She had to grab her bag and run for the bus.,她只好抓起包跑去赶公交车。,seize;snatch,,grab：突然抓住。
2033,grade,B1,noun;verb,/ɡreɪd/,年级；评分,get a good grade;grade a test;ninth grade,She worked hard to get a good grade in maths.,她努力学习想在数学上取得好成绩。,mark;level,,grade：成绩或等级。
2034,gradual,B1,adj.,/ˈɡrædʒuəl/,逐渐的,gradual change;gradual improvement;gradual process,There has been a gradual improvement in her health.,她的健康有了渐进改善。,slow;steady,sudden,gradual：渐进的。
2035,gradually,B1,adv.,/ˈɡrædʒuəli/,逐渐地,gradually improve;gradually realise;change gradually,The weather gradually improved after lunch.,午饭后天气逐渐好转。,slowly;step by step,suddenly,gradual + ly：逐渐地。
2036,graduate,B1,verb;noun,/ˈɡrædʒuət/,毕业；毕业生,university graduate;graduate from;graduate student,She will graduate from university next summer.,她明年夏天将从大学毕业。,finish;alumnus,,graduate：毕业，或毕业生。
2037,grain,B1,noun,/ɡreɪn/,谷物；颗粒,grain of rice;whole grain;grain harvest,There is not a single grain of rice left in the bowl.,碗里一粒米都不剩。,cereal;seed,,grain：谷物或一粒。
2038,gram,B1,noun,/ɡræm/,克,100 grams;weigh in grams;gram of sugar,Add fifty grams of sugar to the cake mixture.,往蛋糕糊里加五十克糖。,,,gram：克（重量单位）。
